# TIER 2 — every factual assertion in the clause-5 surface that carries NEITHER a citation
# NOR a hedge, enumerated. UNEVIDENCED, never FALSE: many of these are certainly true.
# Scope of both citation and hedge is the containing BLOCK, so this is a FLOOR.
# columns: path:line-range <TAB> block-kind <TAB> sentence
corpus/services/ant-academy.md:25-25	table-row	| **Repository** | `git@github.com:anthropos-work/ant-academy.git` → `stack-dev/ant-academy/` |
corpus/services/ant-academy.md:32-37	bullet	**Key Functions**: - Serve chapter content as a Next.js App Router site at `/chapters/<slug>/` - ~~Cache chapters offline via a Serwist-built service worker~~ — **REMOVED at v0.5 M1.** `RegisterServiceWorker.jsx` is now a kill-switch that unregisters any surviving worker and deletes its caches; the web app is online-only - Bundle the same chapter JSON into the iOS / Android Expo app at build time - Provide an opt-in in-app AI assistant ("Cosmo", behind a feature flag) that talks to OpenAI directly from the browser - Author / publish / benchmark content via repo-local Claude skills (`.claude/skills/author-chapter`, `author-skill-path`, `author-podcast`, `author-cover`, `benchmark-chapter`, `build-index`, …)
corpus/services/ant-academy.md:59-59	paragraph	The **React app's** env lives at `code/.env.example` (Clerk + AI keys); the **repo-root `.env`** is only for authoring-side tooling (`AUTOCONTENT_API_KEY`, `OPENAI_API_KEY` for cover generation).
corpus/services/ant-academy.md:63-63	paragraph	Ant Academy is architecturally a **sibling of `studio-desk` and `next-web-app`** — a frontend product that **reuses platform identity** and is a **backend-authoritative read/WRITE GraphQL client** of the platform `app`'s **`backend`** subgraph — **there is no separate "academy subgraph"**; the academy types are one SDL file (`academy.graphqls`, 1 of 43) inside it. It has no backend of its own, but it does call one: it **reads** the catalog (below) and, since **v0.5 "direct line" M2**, **writes** per-user progress to the platform backend (chapter progress, last-activity, bookmarks, certificates, study-time, feedback) — the platform `app internal/academy` store is the sole source of truth (there is NO localStorage/IDB source-of-truth).
corpus/services/ant-academy.md:63-63	paragraph	The earlier "does not call backend services / read-only client" framing is retired (corrected v2.5 M231): progress persists via GraphQL mutations (`upsertChapterProgress[Batch]` / `setLastActivity`) to Ent tables `academy_chapter_progresses` / `academy_last_activities` / … in `app` (**plural** — Ent pluralizes; the singular forms are schema-file names, not table names).
corpus/services/ant-academy.md:119-119	bullet	No PostgreSQL schema of its own, no Atlas migrations
corpus/services/ant-academy.md:120-120	bullet	No Connect-RPC, no Redis Streams
corpus/services/ant-academy.md:121-124	bullet	**Provides** no GraphQL subgraph (it doesn't federate into the supergraph, which is `backend` alone) — but it **consumes** the platform's **`backend` subgraph** as a GraphQL *client* (see below); "no subgraph" ≠ "no GraphQL".
corpus/services/ant-academy.md:121-124	bullet	**There is no "academy subgraph" to consume either** — the academy types live inside `backend`; this bullet named one until M257x iter-108
corpus/services/ant-academy.md:125-127	bullet	Its rendered catalog is **NOT static repo JSON** — since v0.5.1 it is **DB-authoritative**, read from the platform academy backend over GraphQL.
corpus/services/ant-academy.md:129-131	paragraph	The platform-shared concerns are **Clerk** (identity — Ant Academy reuses the platform's Clerk app so engineers log in with the same identity) **and the academy backend** (`app internal/academy`, queried over GraphQL for the course catalog).
corpus/services/ant-academy.md:135-138	paragraph	**The home grid does NOT read the committed JSON.** Since ant-academy **v0.5.1 (M7)** the catalog the portal renders is **DB-authoritative** — queried from the **platform `backend` subgraph** (the academy types are served by `app`'s `internal/academy`; there is no separate academy subgraph) over GraphQL, not from the repo's JSON files.
corpus/services/ant-academy.md:169-170	bullet	**Endpoint unset** — `NEXT_PUBLIC_WUNDERGRAPH_ENDPOINT` empty → `createServerGraphQLClient()` throws → `makeClient()` returns `null` → `getBackendCatalogView()` returns `null`.
corpus/services/ant-academy.md:172-172	bullet	**Empty DB** — the query succeeds but the app academy tables have no rows → `[]`.
corpus/services/ant-academy.md:175-175	bullet	**The grid READS** the catalog from `app internal/academy` **via GraphQL** (the DB-authoritative chain above).
corpus/services/ant-academy.md:182-184	paragraph	**The committed JSON** (`code/public/content/<series>/<skill-path>/*.json`) is the **authoring source** (published into the app academy DB via the repo's export path), the input to `build-catalog.mjs`, and the input to the dev **draft** layer — but it is **not** what the authenticated grid renders.
corpus/services/ant-academy.md:236-239	bullet	**`.env.local` dewire.** `stacksecrets provision` targets `ant-academy/code/.env.local` too and runs on **every** `/demo-up` (before the academy launch), copy-if-absent-**appending** the **real** Clerk app's keys.
corpus/services/ant-academy.md:236-239	bullet	On a fresh up `ant-academy.sh`'s truncating write overwrites them; on a re-up the early-exit skipped that write, so the appended real key sat **last** and — dotenv last-wins — **dewired** Clerkenstein (keyless / sign-in wall).
corpus/services/ant-academy.md:287-291	bullet	**Switching language on a CHAPTER reader** re-runs `resolveServerChapterBody(slug, 'it')` (the chapter RSC reads `?lang=` via `localeFromSearchParams` and threads the locale) → in a demo that hit the **same backend-null 404** as #3. So it is **fixed by the M238 chapter-body patch**, which serves the locale-aware FS body (the `it/` overlay where present, else the canonical-EN fall-through).
corpus/services/ant-academy.md:297-297	table-row	| **Framework** | Next.js 16 App Router + React 19.2 (React Compiler enabled, Turbopack default) |
corpus/services/ant-academy.md:303-303	table-row	| **Mobile** | Expo SDK 54 / React Native (Expo Router) |
corpus/services/ant-academy.md:304-304	table-row	| **Testing** | Vitest (happy-dom + node), Playwright (e2e). 1000+ Vitest tests + ~26 Playwright e2e spec files (tests/e2e/). |
corpus/services/ant-academy.md:316-316	table-row	| Catalog front door | `/`, `/latest(.*)`, `/chapters/(.*)`, `/courses`, `/courses/(.*)` | The M4 public catalog.
corpus/services/ant-academy.md:316-316	table-row	Anonymous visitors browse it; the RSC swaps in `getPublicCatalogView()` for sessionless requests.
corpus/services/ant-academy.md:316-316	table-row	The pages still live in the `(authed)` route group under `ClerkProvider` (the catalog island uses Clerk hooks) — the *middleware* is what lets anonymous traffic through |
corpus/services/ant-academy.md:317-317	table-row	| Public-launch listings | `/library`, `/library/(.*)`, `/free`, `/free/(.*)` | Phase-1 public launch: read-only catalog preview + the free-tier listing |
corpus/services/ant-academy.md:318-318	table-row	| Auth / gate pages | `/sign-in(.*)`, `/no-organization` | Clerk hosts the auth UI itself; `/no-organization` is the gate page a signed-in org-less user lands on |
corpus/services/ant-academy.md:319-319	table-row	| Certificate verification | `/verify/(.*)`, **`/api/verify/(.*)`** | Public-shareable cert verification — a recruiter on another device with no session resolves `academyCertificate(certId)` (a `@public` field) and gets the minimized PII-free projection |
corpus/services/ant-academy.md:320-320	table-row	| AI proxy | `/api/ai/chat` | Does its own cookie-based `auth()` server-side |
corpus/services/ant-academy.md:321-321	table-row	| Release provenance | **`/api/_meta(.*)`, `/api/meta(.*)`** | The academy's mirror of the Go services' `/_meta`, so uptime probes can read name/version/build-date without a session.
corpus/services/ant-academy.md:321-321	table-row	Both spellings, because `next.config.js` rewrites `_meta` → `meta` and the middleware sees the pre-rewrite path |
corpus/services/ant-academy.md:322-322	table-row	| Crawler / agent files | `/robots.txt`, `/sitemap.xml`, `/sitemap(.*)`, `/llms.txt`, `/llms-full.txt`, `/.well-known/(.*)` | Static, must be fetchable anonymously |
corpus/services/ant-academy.md:323-323	table-row	| Assets & machine indexes | `/local-content/(.*)`, `/catalog.json`, `/academy-manifest.json` | Public-by-design: `/local-content/*` for `<audio>` Range requests + cover previews, `/catalog.json` for the external Anthropos backend Talk-to-Data indexer, `/academy-manifest.json` for the PWA manifest.
corpus/services/ant-academy.md:324-324	table-row	| **Dev-only**, `DEV_LOGIN_ENABLED` | `/api/dev/login-as`, `/dev/accept` | The real-Clerk-user login shortcut; must be reachable before a session exists.
corpus/services/ant-academy.md:325-325	table-row	| **Dev-only**, `BENCHMARK_VISUAL_BYPASS=1` ∧ `NODE_ENV==='development'` | `/my-certificates`, `/my-activity`, `/bookmarks` | Opens the remaining authed-only surfaces for the benchmark/e2e Playwright pass.
corpus/services/ant-academy.md:325-325	table-row	`NODE_ENV` is whitelisted, not blacklisted, so unset/`test`/typos stay closed |
corpus/services/ant-academy.md:331-334	bullet	**An open route is not an open body.** Anonymous traffic on `/` is served `getPublicCatalogView()`, so no tenant content is ever in the payload; chapter **section bodies** are walled separately by the chapter RSC and the `/api/chapters/*` handler, which self-gate on tenancy (hard 404) and tier.
corpus/services/ant-academy.md:335-338	bullet	**These are middleware globs, not evidence a page exists.** `/library/*` and `/free/*` are matcher patterns, but the only real pages are `code/app/(public)/library/page.jsx` and `code/app/(public)/free/page.jsx`.
corpus/services/ant-academy.md:344-344	bullet	npm (web app uses npm, not pnpm)
corpus/services/ant-academy.md:345-345	bullet	pnpm — only if you also want to run the mobile app
corpus/services/ant-academy.md:346-346	bullet	Clerk credentials (use the platform's dev tenant — same `@anthropos.work` domain)
corpus/services/ant-academy.md:347-347	bullet	The FA Pro icons are vendored in the repo (`code/public/assets/fontawesome/`), so a fresh, token-less `npm install` succeeds and the app serves working icons.
corpus/services/ant-academy.md:347-347	bullet	`FONTAWESOME_NPM_AUTH_TOKEN` survives in `code/.env.example` but is **not** needed to install or run.
corpus/services/ant-academy.md:391-391	paragraph	The **app's** env file is `code/.env`, not the repo root:
corpus/services/ant-academy.md:410-410	paragraph	`code/.env.example` is the authoritative, fuller list (it also carries Sentry / Better Stack DSN vars and the `NEXT_PUBLIC_CLERK_SIGN_IN_URL` / `SIGN_UP_URL` family used to keep Clerk on the in-app sign-in page).
corpus/services/ant-academy.md:410-410	paragraph	Reuse the **same Clerk keys** as in `platform/.env` so dev login works across the platform and the academy with a single session.
corpus/services/ant-academy.md:433-433	paragraph	The mobile app bundles `code/public/content/` at build time via `pnpm run dev:bundle`.
corpus/services/ant-academy.md:446-446	paragraph	`ant-academy/.claude/skills/` ships **its own** set of skills focused on **authoring content** — not to be confused with the platform's `/ant-*` skills in Rosetta:
corpus/services/ant-academy.md:452-452	table-row	| `author-podcast` | Generate the `path-intro.mp3` companion audio (uses AutoContent API) |
corpus/services/ant-academy.md:453-453	table-row	| `author-cover` | Generate the `cover.{png,webp}` for a skill path (uses OpenAI `gpt-image-2`) |
corpus/services/ant-academy.md:454-454	table-row	| `benchmark-chapter` | Drive Playwright through a chapter for visual + content benchmarking |
corpus/services/ant-academy.md:461-461	paragraph	These are **isolated to the ant-academy repo** and are loaded only when working inside it. They share no state with the Rosetta corpus skills.
corpus/services/ant-academy.md:465-465	bullet	**Web**: Pushed to Vercel via `.github/workflows/deploy-academy.yaml`
corpus/services/ant-academy.md:466-466	bullet	**Vercel env sync**: `.github/workflows/sync-vercel-env.yml` mirrors env vars
corpus/services/ant-academy.md:467-467	bullet	**Mobile**: Expo build pipeline (outside platform CI)
corpus/services/ant-academy.md:468-468	bullet	**Coverage CI**: `.github/workflows/sidebar-coverage-tests.yaml`
corpus/services/ant-academy.md:470-470	paragraph	Releases use **Cocogitto** conventional-commit tagging (`cog.toml`).
corpus/services/ant-academy.md:475-475	bullet	**OpenAI (direct, browser, opt-in)**: The in-app "Cosmo" assistant — gated behind `NEXT_PUBLIC_FEATURE_TRAINING_COACH` (default OFF) — calls the **OpenAI Responses API** (`gpt-5.2`, `https://api.openai.com/v1/responses`) directly from the browser using a per-user `localStorage('openai_api_key')`.
corpus/services/ant-academy.md:475-475	bullet	It is OpenAI-only and does **not** route through the platform's shared `ai` library or the `/api/ai/chat` route.
corpus/services/ant-academy.md:475-475	bullet	(The separate server-side `/api/ai/chat` route handler does support both OpenAI and Anthropic with server keys, but Cosmo does not use it.)
